train_id,route_id,source,destination,distance_km,date,departure_time,departure_hour,day_of_week,month,is_weekend,is_holiday,num_coaches,coach_class,platform_number,passenger_count,seat_capacity,occupancy_pct,delay_minutes,on_time
12072,CHE-BLR,Chennai,Bengaluru,362,2024-01-01,21:00,21,Monday,1,0,0,22,SL,3,3358,1320,254.4,9,0
12077,DEL-JAI,Delhi,Jaipur,303,2024-01-01,08:15,8,Monday,1,0,0,21,3AC,6,7721,1260,612.8,19,0
12078,DEL-JAI,Delhi,Jaipur,303,2024-01-01,13:45,13,Monday,1,0,0,11,3AC,2,3827,660,579.8,15,0
12079,DEL-JAI,Delhi,Jaipur,303,2024-01-01,18:15,18,Monday,1,0,0,19,3AC,2,8722,1140,765.1,27,0
12084,DEL-JAI,Delhi,Jaipur,303,2024-01-01,21:15,21,Monday,1,0,0,11,GEN,6,4600,660,697.0,7,0
12088,HYD-MUM,Hyderabad,Mumbai,711,2024-01-01,11:15,11,Monday,1,0,0,21,GEN,8,2596,1260,206.0,12,0
12092,HYD-MUM,Hyderabad,Mumbai,711,2024-01-01,13:45,13,Monday,1,0,0,13,2AC,7,2410,780,309.0,16,0
12093,HYD-MUM,Hyderabad,Mumbai,711,2024-01-01,20:45,20,Monday,1,0,0,17,GEN,1,3093,1020,303.2,26,0
12095,HYD-MUM,Hyderabad,Mumbai,711,2024-01-01,22:00,22,Monday,1,0,0,16,SL,2,1650,960,171.9,12,0
12100,MUM-DEL,Mumbai,Delhi,1384,2024-01-02,09:15,9,Tuesday,1,0,0,14,3AC,2,7395,840,880.4,19,0
12102,MUM-DEL,Mumbai,Delhi,1384,2024-01-02,11:00,11,Tuesday,1,0,0,10,SL,1,5304,600,884.0,7,0
12106,MUM-DEL,Mumbai,Delhi,1384,2024-01-02,19:15,19,Tuesday,1,0,0,16,3AC,4,6922,960,721.0,32,0
12110,MUM-DEL,Mumbai,Delhi,1384,2024-01-02,22:00,22,Tuesday,1,0,0,12,3AC,7,2498,720,346.9,13,0
12113,DEL-CHE,Delhi,Chennai,2180,2024-01-02,08:15,8,Tuesday,1,0,0,10,SL,1,5286,600,881.0,28,0
12118,DEL-CHE,Delhi,Chennai,2180,2024-01-02,09:00,9,Tuesday,1,0,0,10,SL,3,5174,600,862.3,6,0
12120,DEL-CHE,Delhi,Chennai,2180,2024-01-02,18:00,18,Tuesday,1,0,0,12,2AC,2,5988,720,831.7,26,0
12125,DEL-CHE,Delhi,Chennai,2180,2024-01-02,20:45,20,Tuesday,1,0,0,11,GEN,4,3267,660,495.0,23,0
12128,DEL-CHE,Delhi,Chennai,2180,2024-01-02,21:00,21,Tuesday,1,0,0,19,2AC,6,2632,1140,230.9,34,0
12129,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-02,11:15,11,Tuesday,1,0,0,20,SL,8,3128,1200,260.7,15,0
12134,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-02,12:00,12,Tuesday,1,0,0,17,SL,2,3113,1020,305.2,7,0
12135,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-02,13:15,13,Tuesday,1,0,0,18,3AC,6,2554,1080,236.5,33,0
12140,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-02,15:15,15,Tuesday,1,0,0,15,3AC,8,3190,900,354.4,31,0
12145,KOL-DEL,Kolkata,Delhi,1453,2024-01-02,05:00,5,Tuesday,1,0,0,12,3AC,2,1161,720,161.2,28,0
12148,KOL-DEL,Kolkata,Delhi,1453,2024-01-02,14:15,14,Tuesday,1,0,0,14,3AC,4,2847,840,338.9,27,0
12152,KOL-DEL,Kolkata,Delhi,1453,2024-01-02,15:15,15,Tuesday,1,0,0,20,SL,5,3684,1200,307.0,21,0
12155,KOL-DEL,Kolkata,Delhi,1453,2024-01-02,19:30,19,Tuesday,1,0,0,10,2AC,7,5403,600,900.5,31,0
12158,KOL-DEL,Kolkata,Delhi,1453,2024-01-02,21:00,21,Tuesday,1,0,0,10,3AC,3,3503,600,583.8,25,0
12160,MUM-GOA,Mumbai,Goa,590,2024-01-02,05:00,5,Tuesday,1,0,0,21,GEN,1,791,1260,62.8,0,1
12161,MUM-GOA,Mumbai,Goa,590,2024-01-02,06:45,6,Tuesday,1,0,0,12,1AC,6,1039,720,144.3,33,0
12166,MUM-GOA,Mumbai,Goa,590,2024-01-02,18:30,18,Tuesday,1,0,0,13,SL,2,4288,780,549.7,16,0
12168,MUM-GOA,Mumbai,Goa,590,2024-01-02,19:45,19,Tuesday,1,0,0,19,SL,4,3518,1140,308.6,32,0
12169,CHE-BLR,Chennai,Bengaluru,362,2024-01-02,05:30,5,Tuesday,1,0,0,22,GEN,4,1191,1320,90.2,0,1
12173,CHE-BLR,Chennai,Bengaluru,362,2024-01-02,10:45,10,Tuesday,1,0,0,10,GEN,4,5286,600,881.0,11,0
12174,CHE-BLR,Chennai,Bengaluru,362,2024-01-02,16:30,16,Tuesday,1,0,0,14,SL,4,5455,840,649.4,12,0
12177,CHE-BLR,Chennai,Bengaluru,362,2024-01-02,18:15,18,Tuesday,1,0,0,16,3AC,2,7349,960,765.5,35,0
12178,DEL-JAI,Delhi,Jaipur,303,2024-01-02,05:30,5,Tuesday,1,0,0,12,SL,5,1567,720,217.6,6,0
12183,DEL-JAI,Delhi,Jaipur,303,2024-01-02,06:45,6,Tuesday,1,0,0,15,SL,6,2574,900,286.0,18,0
12184,DEL-JAI,Delhi,Jaipur,303,2024-01-02,15:00,15,Tuesday,1,0,0,16,GEN,4,5666,960,590.2,13,0
12188,DEL-JAI,Delhi,Jaipur,303,2024-01-02,17:45,17,Tuesday,1,0,0,10,SL,4,9055,600,1509.2,16,0
12189,DEL-JAI,Delhi,Jaipur,303,2024-01-02,21:00,21,Tuesday,1,0,0,20,GEN,6,4385,1200,365.4,26,0
12193,HYD-MUM,Hyderabad,Mumbai,711,2024-01-02,10:30,10,Tuesday,1,0,0,18,2AC,7,3585,1080,331.9,26,0
12194,HYD-MUM,Hyderabad,Mumbai,711,2024-01-02,11:15,11,Tuesday,1,0,0,19,SL,7,2606,1140,228.6,22,0
12198,HYD-MUM,Hyderabad,Mumbai,711,2024-01-02,14:30,14,Tuesday,1,0,0,14,3AC,6,2233,840,265.8,19,0
12200,HYD-MUM,Hyderabad,Mumbai,711,2024-01-02,18:45,18,Tuesday,1,0,0,20,3AC,8,5261,1200,438.4,30,0
12202,HYD-MUM,Hyderabad,Mumbai,711,2024-01-02,21:00,21,Tuesday,1,0,0,14,SL,6,2737,840,325.8,7,0
12206,MUM-DEL,Mumbai,Delhi,1384,2024-01-03,05:15,5,Wednesday,1,0,0,17,SL,2,1461,1020,143.2,19,0
12208,MUM-DEL,Mumbai,Delhi,1384,2024-01-03,09:15,9,Wednesday,1,0,0,21,SL,8,8393,1260,666.1,17,0
12212,MUM-DEL,Mumbai,Delhi,1384,2024-01-03,11:15,11,Wednesday,1,0,0,20,SL,2,4753,1200,396.1,29,0
12217,MUM-DEL,Mumbai,Delhi,1384,2024-01-03,12:15,12,Wednesday,1,0,0,12,SL,8,4182,720,580.8,6,0
12222,MUM-DEL,Mumbai,Delhi,1384,2024-01-03,19:15,19,Wednesday,1,0,0,11,3AC,8,7130,660,1080.3,26,0
12225,DEL-CHE,Delhi,Chennai,2180,2024-01-03,13:45,13,Wednesday,1,0,0,12,SL,8,3133,720,435.1,19,0
12227,DEL-CHE,Delhi,Chennai,2180,2024-01-03,18:15,18,Wednesday,1,0,0,20,3AC,8,5873,1200,489.4,25,0
12230,DEL-CHE,Delhi,Chennai,2180,2024-01-03,19:30,19,Wednesday,1,0,0,17,2AC,5,5755,1020,564.2,12,0
12232,DEL-CHE,Delhi,Chennai,2180,2024-01-03,20:30,20,Wednesday,1,0,0,15,GEN,2,3062,900,340.2,9,0
12236,DEL-CHE,Delhi,Chennai,2180,2024-01-03,21:15,21,Wednesday,1,0,0,16,SL,4,3138,960,326.9,7,0
12239,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-03,05:45,5,Wednesday,1,0,0,22,SL,1,986,1320,74.7,0,1
12244,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-03,08:30,8,Wednesday,1,0,0,22,3AC,7,4372,1320,331.2,22,0
12245,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-03,11:15,11,Wednesday,1,0,0,17,3AC,7,3102,1020,304.1,20,0
12247,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-03,15:45,15,Wednesday,1,0,0,15,SL,7,2708,900,300.9,28,0
12251,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-03,18:45,18,Wednesday,1,0,0,12,GEN,1,5226,720,725.8,34,0
12255,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-03,19:00,19,Wednesday,1,0,0,11,SL,3,4751,660,719.8,32,0
12259,KOL-DEL,Kolkata,Delhi,1453,2024-01-03,06:15,6,Wednesday,1,0,0,17,3AC,7,2091,1020,205.0,13,0
12262,KOL-DEL,Kolkata,Delhi,1453,2024-01-03,10:30,10,Wednesday,1,0,0,11,3AC,1,4562,660,691.2,35,0
12263,KOL-DEL,Kolkata,Delhi,1453,2024-01-03,13:15,13,Wednesday,1,0,0,20,2AC,1,2862,1200,238.5,29,0
12265,KOL-DEL,Kolkata,Delhi,1453,2024-01-03,17:15,17,Wednesday,1,0,0,13,SL,3,5711,780,732.2,12,0
12267,MUM-GOA,Mumbai,Goa,590,2024-01-03,08:30,8,Wednesday,1,0,0,12,SL,2,3777,720,524.6,29,0
12271,MUM-GOA,Mumbai,Goa,590,2024-01-03,09:30,9,Wednesday,1,0,0,11,SL,5,4177,660,632.9,23,0
12274,MUM-GOA,Mumbai,Goa,590,2024-01-03,11:45,11,Wednesday,1,0,0,21,2AC,4,2317,1260,183.9,8,0
12279,MUM-GOA,Mumbai,Goa,590,2024-01-03,16:00,16,Wednesday,1,0,0,22,GEN,1,3206,1320,242.9,16,0
12283,MUM-GOA,Mumbai,Goa,590,2024-01-03,17:45,17,Wednesday,1,0,0,20,3AC,6,3879,1200,323.2,5,0
12287,MUM-GOA,Mumbai,Goa,590,2024-01-03,19:45,19,Wednesday,1,0,0,11,3AC,6,3911,660,592.6,25,0
12289,CHE-BLR,Chennai,Bengaluru,362,2024-01-03,10:45,10,Wednesday,1,0,0,17,3AC,5,4756,1020,466.3,15,0
12293,CHE-BLR,Chennai,Bengaluru,362,2024-01-03,13:00,13,Wednesday,1,0,0,14,GEN,4,3155,840,375.6,29,0
12297,CHE-BLR,Chennai,Bengaluru,362,2024-01-03,14:45,14,Wednesday,1,0,0,15,1AC,6,3312,900,368.0,10,0
12302,CHE-BLR,Chennai,Bengaluru,362,2024-01-03,18:15,18,Wednesday,1,0,0,15,SL,6,6039,900,671.0,13,0
12306,DEL-JAI,Delhi,Jaipur,303,2024-01-03,05:45,5,Wednesday,1,0,0,17,SL,4,1719,1020,168.5,27,0
12308,DEL-JAI,Delhi,Jaipur,303,2024-01-03,06:45,6,Wednesday,1,0,0,17,SL,2,2695,1020,264.2,14,0
12313,DEL-JAI,Delhi,Jaipur,303,2024-01-03,08:45,8,Wednesday,1,0,0,21,3AC,6,7683,1260,609.8,20,0
12317,DEL-JAI,Delhi,Jaipur,303,2024-01-03,11:30,11,Wednesday,1,0,0,16,GEN,6,5180,960,539.6,16,0
12319,DEL-JAI,Delhi,Jaipur,303,2024-01-03,22:30,22,Wednesday,1,0,0,14,3AC,2,2766,840,329.3,28,0
12321,HYD-MUM,Hyderabad,Mumbai,711,2024-01-03,08:45,8,Wednesday,1,0,0,14,SL,5,4020,840,478.6,8,0
12326,HYD-MUM,Hyderabad,Mumbai,711,2024-01-03,10:30,10,Wednesday,1,0,0,13,3AC,5,3540,780,453.8,5,0
12329,HYD-MUM,Hyderabad,Mumbai,711,2024-01-03,11:15,11,Wednesday,1,0,0,14,1AC,1,2676,840,318.6,22,0
12330,HYD-MUM,Hyderabad,Mumbai,711,2024-01-03,16:15,16,Wednesday,1,0,0,20,GEN,8,3593,1200,299.4,8,0
12331,HYD-MUM,Hyderabad,Mumbai,711,2024-01-03,22:30,22,Wednesday,1,0,0,17,3AC,6,1744,1020,171.0,10,0
12333,MUM-DEL,Mumbai,Delhi,1384,2024-01-04,07:00,7,Thursday,1,0,0,19,SL,1,4108,1140,360.4,9,0
12337,MUM-DEL,Mumbai,Delhi,1384,2024-01-04,08:30,8,Thursday,1,0,0,11,GEN,2,6813,660,1032.3,22,0
12341,MUM-DEL,Mumbai,Delhi,1384,2024-01-04,11:15,11,Thursday,1,0,0,22,SL,8,4715,1320,357.2,34,0
12346,MUM-DEL,Mumbai,Delhi,1384,2024-01-04,12:30,12,Thursday,1,0,0,19,GEN,5,4383,1140,384.5,23,0
12348,MUM-DEL,Mumbai,Delhi,1384,2024-01-04,20:00,20,Thursday,1,0,0,19,GEN,2,4444,1140,389.8,35,0
12352,DEL-CHE,Delhi,Chennai,2180,2024-01-04,07:15,7,Thursday,1,0,0,18,2AC,1,2629,1080,243.4,18,0
12355,DEL-CHE,Delhi,Chennai,2180,2024-01-04,08:45,8,Thursday,1,0,0,14,1AC,5,4983,840,593.2,27,0
12360,DEL-CHE,Delhi,Chennai,2180,2024-01-04,10:45,10,Thursday,1,0,0,11,SL,5,5195,660,787.1,30,0
12362,DEL-CHE,Delhi,Chennai,2180,2024-01-04,13:15,13,Thursday,1,0,0,16,2AC,4,2747,960,286.1,25,0
12363,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-04,06:30,6,Thursday,1,0,0,19,SL,5,1577,1140,138.3,19,0
12366,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-04,07:45,7,Thursday,1,0,0,21,3AC,7,2373,1260,188.3,35,0
12370,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-04,09:45,9,Thursday,1,0,0,17,2AC,1,4695,1020,460.3,33,0
12375,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-04,17:30,17,Thursday,1,0,0,19,3AC,2,5347,1140,469.0,12,0
12376,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-04,21:00,21,Thursday,1,0,0,22,SL,5,2820,1320,213.6,23,0
12380,KOL-DEL,Kolkata,Delhi,1453,2024-01-04,19:30,19,Thursday,1,0,0,12,GEN,7,5965,720,828.5,25,0
12381,KOL-DEL,Kolkata,Delhi,1453,2024-01-04,20:00,20,Thursday,1,0,0,17,3AC,6,3940,1020,386.3,15,0
12385,KOL-DEL,Kolkata,Delhi,1453,2024-01-04,21:15,21,Thursday,1,0,0,15,3AC,8,3592,900,399.1,14,0
12386,KOL-DEL,Kolkata,Delhi,1453,2024-01-04,22:00,22,Thursday,1,0,0,17,2AC,5,1962,1020,192.4,15,0
12391,MUM-GOA,Mumbai,Goa,590,2024-01-04,05:30,5,Thursday,1,0,0,19,SL,8,806,1140,70.7,0,1
12392,MUM-GOA,Mumbai,Goa,590,2024-01-04,08:15,8,Thursday,1,0,0,14,3AC,8,4136,840,492.4,8,0
12396,MUM-GOA,Mumbai,Goa,590,2024-01-04,11:15,11,Thursday,1,0,0,21,2AC,1,2228,1260,176.8,22,0
12397,MUM-GOA,Mumbai,Goa,590,2024-01-04,19:00,19,Thursday,1,0,0,13,GEN,2,3465,780,444.2,19,0
12400,MUM-GOA,Mumbai,Goa,590,2024-01-04,21:15,21,Thursday,1,0,0,17,GEN,5,2106,1020,206.5,21,0
12405,MUM-GOA,Mumbai,Goa,590,2024-01-04,22:45,22,Thursday,1,0,0,17,GEN,4,1372,1020,134.5,19,0
12410,CHE-BLR,Chennai,Bengaluru,362,2024-01-04,09:00,9,Thursday,1,0,0,14,SL,7,5833,840,694.4,15,0
12415,CHE-BLR,Chennai,Bengaluru,362,2024-01-04,11:30,11,Thursday,1,0,0,10,3AC,5,3981,600,663.5,31,0
12418,CHE-BLR,Chennai,Bengaluru,362,2024-01-04,17:45,17,Thursday,1,0,0,12,3AC,8,5764,720,800.6,16,0
12420,CHE-BLR,Chennai,Bengaluru,362,2024-01-04,18:45,18,Thursday,1,0,0,17,GEN,4,7099,1020,696.0,27,0
12421,DEL-JAI,Delhi,Jaipur,303,2024-01-04,06:45,6,Thursday,1,0,0,16,GEN,3,2445,960,254.7,20,0
12422,DEL-JAI,Delhi,Jaipur,303,2024-01-04,10:15,10,Thursday,1,0,0,18,GEN,6,7553,1080,699.4,32,0
12424,DEL-JAI,Delhi,Jaipur,303,2024-01-04,12:45,12,Thursday,1,0,0,11,SL,8,4724,660,715.8,5,0
12427,DEL-JAI,Delhi,Jaipur,303,2024-01-04,16:45,16,Thursday,1,0,0,20,GEN,2,6546,1200,545.5,20,0
12430,DEL-JAI,Delhi,Jaipur,303,2024-01-04,18:30,18,Thursday,1,0,0,19,SL,2,9713,1140,852.0,32,0
12435,DEL-JAI,Delhi,Jaipur,303,2024-01-04,22:45,22,Thursday,1,0,0,15,SL,8,2812,900,312.4,32,0
12436,HYD-MUM,Hyderabad,Mumbai,711,2024-01-04,07:15,7,Thursday,1,0,0,21,2AC,2,2250,1260,178.6,29,0
12439,HYD-MUM,Hyderabad,Mumbai,711,2024-01-04,12:45,12,Thursday,1,0,0,12,SL,1,3015,720,418.8,6,0
12441,HYD-MUM,Hyderabad,Mumbai,711,2024-01-04,14:00,14,Thursday,1,0,0,14,3AC,7,2152,840,256.2,9,0
12445,MUM-DEL,Mumbai,Delhi,1384,2024-01-05,06:15,6,Friday,1,0,0,17,GEN,3,2344,1020,229.8,12,0
12449,MUM-DEL,Mumbai,Delhi,1384,2024-01-05,10:30,10,Friday,1,0,0,17,3AC,1,6002,1020,588.4,33,0
12452,MUM-DEL,Mumbai,Delhi,1384,2024-01-05,11:30,11,Friday,1,0,0,20,SL,2,4908,1200,409.0,19,0
12455,MUM-DEL,Mumbai,Delhi,1384,2024-01-05,14:30,14,Friday,1,0,0,20,GEN,5,3595,1200,299.6,19,0
12459,MUM-DEL,Mumbai,Delhi,1384,2024-01-05,21:15,21,Friday,1,0,0,16,GEN,2,3568,960,371.7,12,0
12463,MUM-DEL,Mumbai,Delhi,1384,2024-01-05,22:30,22,Friday,1,0,0,19,3AC,5,2843,1140,249.4,5,0
12465,DEL-CHE,Delhi,Chennai,2180,2024-01-05,05:15,5,Friday,1,0,0,19,SL,4,1110,1140,97.4,25,0
12466,DEL-CHE,Delhi,Chennai,2180,2024-01-05,06:30,6,Friday,1,0,0,20,SL,3,1739,1200,144.9,25,0
12469,DEL-CHE,Delhi,Chennai,2180,2024-01-05,09:00,9,Friday,1,0,0,14,SL,1,5893,840,701.5,23,0
12473,DEL-CHE,Delhi,Chennai,2180,2024-01-05,18:15,18,Friday,1,0,0,11,GEN,6,5569,660,843.8,28,0
12478,DEL-CHE,Delhi,Chennai,2180,2024-01-05,20:15,20,Friday,1,0,0,13,2AC,6,3946,780,505.9,21,0
12480,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-05,09:30,9,Friday,1,0,0,22,2AC,2,5301,1320,401.6,9,0
12484,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-05,10:45,10,Friday,1,0,0,22,SL,2,3695,1320,279.9,30,0
12487,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-05,13:00,13,Friday,1,0,0,14,SL,8,2896,840,344.8,16,0
12489,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-05,17:45,17,Friday,1,0,0,20,GEN,2,5085,1200,423.8,26,0
12494,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-05,20:45,20,Friday,1,0,0,10,SL,6,3166,600,527.7,34,0
12498,KOL-DEL,Kolkata,Delhi,1453,2024-01-05,07:45,7,Friday,1,0,0,11,2AC,1,3041,660,460.8,14,0
12502,KOL-DEL,Kolkata,Delhi,1453,2024-01-05,14:00,14,Friday,1,0,0,11,3AC,3,2978,660,451.2,17,0
12504,KOL-DEL,Kolkata,Delhi,1453,2024-01-05,15:30,15,Friday,1,0,0,20,GEN,7,4156,1200,346.3,23,0
12508,KOL-DEL,Kolkata,Delhi,1453,2024-01-05,19:45,19,Friday,1,0,0,20,2AC,8,6129,1200,510.8,24,0
12511,MUM-GOA,Mumbai,Goa,590,2024-01-05,06:15,6,Friday,1,0,0,15,2AC,6,1130,900,125.6,22,0
12515,MUM-GOA,Mumbai,Goa,590,2024-01-05,11:00,11,Friday,1,0,0,16,3AC,2,2606,960,271.5,35,0
12518,MUM-GOA,Mumbai,Goa,590,2024-01-05,12:00,12,Friday,1,0,0,20,3AC,1,2386,1200,198.8,6,0
12523,MUM-GOA,Mumbai,Goa,590,2024-01-05,16:15,16,Friday,1,0,0,12,SL,4,3282,720,455.8,7,0
12525,MUM-GOA,Mumbai,Goa,590,2024-01-05,19:15,19,Friday,1,0,0,19,3AC,4,4180,1140,366.7,15,0
12526,CHE-BLR,Chennai,Bengaluru,362,2024-01-05,09:30,9,Friday,1,0,0,22,2AC,1,6529,1320,494.6,9,0
12528,CHE-BLR,Chennai,Bengaluru,362,2024-01-05,13:30,13,Friday,1,0,0,22,SL,6,3044,1320,230.6,5,0
12529,CHE-BLR,Chennai,Bengaluru,362,2024-01-05,21:30,21,Friday,1,0,0,10,2AC,7,3176,600,529.3,21,0
12534,DEL-JAI,Delhi,Jaipur,303,2024-01-05,16:00,16,Friday,1,0,0,17,SL,1,6281,1020,615.8,28,0
12538,DEL-JAI,Delhi,Jaipur,303,2024-01-05,19:30,19,Friday,1,0,0,17,SL,1,7871,1020,771.7,6,0
12542,DEL-JAI,Delhi,Jaipur,303,2024-01-05,20:45,20,Friday,1,0,0,16,SL,8,6163,960,642.0,27,0
12547,HYD-MUM,Hyderabad,Mumbai,711,2024-01-05,07:00,7,Friday,1,0,0,12,3AC,6,2258,720,313.6,17,0
12548,HYD-MUM,Hyderabad,Mumbai,711,2024-01-05,09:30,9,Friday,1,0,0,17,SL,7,5128,1020,502.7,8,0
12551,HYD-MUM,Hyderabad,Mumbai,711,2024-01-05,15:15,15,Friday,1,0,0,16,3AC,4,2993,960,311.8,18,0
12552,MUM-DEL,Mumbai,Delhi,1384,2024-01-06,08:30,8,Saturday,1,1,0,15,GEN,8,9376,900,1041.8,7,0
12554,MUM-DEL,Mumbai,Delhi,1384,2024-01-06,10:00,10,Saturday,1,1,0,11,3AC,6,7194,660,1090.0,30,0
12555,MUM-DEL,Mumbai,Delhi,1384,2024-01-06,11:00,11,Saturday,1,1,0,19,GEN,6,7031,1140,616.8,26,0
12556,MUM-DEL,Mumbai,Delhi,1384,2024-01-06,17:45,17,Saturday,1,1,0,15,GEN,7,9647,900,1071.9,32,0
12561,MUM-DEL,Mumbai,Delhi,1384,2024-01-06,18:30,18,Saturday,1,1,0,19,3AC,2,9290,1140,814.9,23,0
12562,MUM-DEL,Mumbai,Delhi,1384,2024-01-06,19:15,19,Saturday,1,1,0,12,SL,4,7920,720,1100.0,32,0
12565,DEL-CHE,Delhi,Chennai,2180,2024-01-06,08:15,8,Saturday,1,1,0,22,3AC,1,6439,1320,487.8,24,0
12568,DEL-CHE,Delhi,Chennai,2180,2024-01-06,09:00,9,Saturday,1,1,0,12,3AC,5,7040,720,977.8,34,0
12572,DEL-CHE,Delhi,Chennai,2180,2024-01-06,16:30,16,Saturday,1,1,0,10,2AC,3,5734,600,955.7,23,0
12577,DEL-CHE,Delhi,Chennai,2180,2024-01-06,17:00,17,Saturday,1,1,0,12,SL,1,7037,720,977.4,7,0
12580,DEL-CHE,Delhi,Chennai,2180,2024-01-06,22:15,22,Saturday,1,1,0,16,3AC,6,2504,960,260.8,10,0
12584,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-06,06:00,6,Saturday,1,1,0,20,2AC,8,1794,1200,149.5,26,0
12589,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-06,07:45,7,Saturday,1,1,0,19,3AC,5,2614,1140,229.3,11,0
12594,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-06,15:00,15,Saturday,1,1,0,15,3AC,5,3881,900,431.2,26,0
12598,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-06,19:45,19,Saturday,1,1,0,18,SL,1,6170,1080,571.3,12,0
12600,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-06,21:00,21,Saturday,1,1,0,10,3AC,4,3381,600,563.5,29,0
12605,KOL-DEL,Kolkata,Delhi,1453,2024-01-06,05:45,5,Saturday,1,1,0,12,2AC,4,1339,720,186.0,21,0
12606,KOL-DEL,Kolkata,Delhi,1453,2024-01-06,08:30,8,Saturday,1,1,0,11,3AC,1,6894,660,1044.5,18,0
12610,KOL-DEL,Kolkata,Delhi,1453,2024-01-06,12:45,12,Saturday,1,1,0,11,GEN,7,4600,660,697.0,23,0
